,claim_status,video_duration_sec,video_transcription_text,video_view_count,video_like_count,video_share_count,video_download_count,video_comment_count,text_length,verified_status_verified,author_ban_status_banned,author_ban_status_under review
11050,0,26,my colleagues understand that you can burn calories just by standing,2462.0,773.0,145.0,14.0,5.0,68,True,False,False
9590,1,50,a colleague discovered on the radio a claim that it is illegal to waste food in french supermarkets,409576.0,269174.0,92459.0,2877.0,1006.0,99,False,False,False
1860,1,52,a friend learned  on social media that sloths can hold their breaths longer than dolphins,865374.0,554884.0,193109.0,5562.0,3231.0,89,False,False,False
17203,0,31,"my friends tell me that shanghai, china has the world's longest subway system",4047.0,275.0,21.0,1.0,0.0,77,False,False,False
16880,0,57,my colleagues' belief is that mice typically only live for 6 months in the wild,6807.0,1628.0,362.0,7.0,1.0,79,False,False,False
12693,0,53,"our understanding is that the best selling single of all time is ""white christmas"" by bing crosby",5434.0,931.0,18.0,3.0,1.0,97,False,False,False
18601,0,16,"i am convinced  that every three seconds, there is a birth taking place somewhere in the world",878.0,292.0,5.0,1.0,0.0,94,False,False,False
7055,1,7,a colleague read  in a discussion board a claim that adult cats only meow to humans,395199.0,117925.0,13256.0,1078.0,43.0,83,False,False,False
13935,0,12,my friends' understanding is that you can burn calories just by standing,2396.0,28.0,9.0,0.0,0.0,72,False,False,False
17335,0,37,my friends say that the population of the united states increases by one person every 12 seconds,8543.0,784.0,244.0,12.0,0.0,96,False,False,False
2270,1,39,a friend learned  from the media a claim that you can burn calories just by standing,30993.0,1730.0,477.0,30.0,2.0,84,False,False,True
2612,1,51,a friend read  on social media that cats sleep for two-thirds of their lives,4320.0,129.0,10.0,3.0,1.0,76,False,False,False
12139,0,7,my belief is that a modern formula 1 racing car can drive upside down in a tunnel at 120mph,4306.0,1501.0,104.0,23.0,8.0,91,False,False,False
1200,1,47,a colleague mentioned the media discovered a pound of houseflies contains more protein than a pound of beef,669438.0,416754.0,141655.0,2593.0,936.0,107,False,False,False
13099,0,14,our position is that footprints left on the moon won’t disappear as there is no wind,959.0,205.0,4.0,0.0,0.0,84,False,False,False
4209,1,34,"someone read  on a website a claim that there are over 6,000 species of grass",933054.0,616341.0,34341.0,2473.0,1613.0,77,False,False,False
6583,1,20,a colleague learned  from the media that cats can't taste sweet flavors,14889.0,2885.0,435.0,56.0,19.0,71,False,False,False
10215,0,28,my family understands that reindeer grow new antlers every year,541.0,126.0,6.0,1.0,0.0,63,False,False,False
1058,1,10,i reported an expert revealed that it would take less than a month to get to the moon by car at 60mph,235246.0,28496.0,3631.0,665.0,371.0,101,False,False,False
7941,1,56,someone discovered a report claiming that the tallest tower of cupcakes ever made was over 35 feet,858998.0,111090.0,33443.0,1730.0,966.0,98,False,False,False
14321,0,11,my friends' position is that snakes can predict earthquakes,2517.0,210.0,37.0,4.0,1.0,59,False,False,False
1615,1,35,a friend learned  online a claim that strawberries are the only known fruit to grow their seeds externally,792656.0,228682.0,18916.0,3194.0,728.0,106,False,False,False
14012,0,48,my friends' impression is that there are billions of eggs produced commercially each year,7006.0,1120.0,374.0,8.0,1.0,89,False,False,False
5408,1,8,i read  in the media a claim that it is illegal to waste food in french supermarkets,119476.0,72518.0,20577.0,1403.0,519.0,84,False,True,False
5109,1,16,i learned  from the media that the folds in a chef’s hat represents the number of ways that someone can cook an egg,241233.0,160772.0,32631.0,2652.0,1072.0,115,False,False,False
8532,1,16,a friend discovered on the news that 1 billion cars are currently in use around the world,999446.0,253776.0,100579.0,1845.0,1091.0,89,False,False,False
16302,0,22,my colleagues' understanding is that the chicken is the closest relative to the t-rex,1793.0,677.0,105.0,11.0,3.0,85,False,False,False
3937,1,28,someone read  in the media a claim that the longest recorded cricket match lasted 14 days,820173.0,300337.0,56278.0,3112.0,1390.0,89,False,False,False
7659,1,31,someone read a report mentioning that india’s trains transport roughly 23 million passengers each day,912462.0,177578.0,16419.0,3456.0,1730.0,101,False,True,False
11103,0,52,my colleagues feel that neptune’s winds are the fastest in the solar system,5644.0,2078.0,461.0,49.0,18.0,75,False,False,False
2365,1,27,a friend read  online a claim that pineapples are named after pinecones,655052.0,138361.0,21032.0,1540.0,774.0,71,False,False,False
6252,1,52,a colleague learned  on social media a claim that baby octopuses are the size of a flea,8171.0,4572.0,1663.0,60.0,32.0,87,False,False,False
8673,1,57,a friend discovered on tv a claim that 20% of the world's oxygen is produced in the amazon jungles,938435.0,298479.0,20403.0,5061.0,2843.0,98,False,True,False
4233,1,39,someone read  in the news that new parents lose around 750 hours of sleep in the first year of their first child’s life,649232.0,233511.0,21102.0,4393.0,2384.0,119,False,False,False
17225,0,50,my friends tell me that people don’t sneeze in their sleep,263.0,8.0,3.0,0.0,0.0,58,False,False,False
2938,1,52,a friend read  in the media that the average user checks their mobile phone around 150 times each day,341117.0,192937.0,15716.0,4340.0,1669.0,101,False,False,False
14310,0,11,my friends' position is that an espresso maker has been sent to space,8859.0,1733.0,508.0,43.0,2.0,69,False,False,True
5661,1,51,i read  on a website that the longest recorded tennis match lasted for 11 hours,842209.0,77214.0,5726.0,1200.0,389.0,79,False,False,False
14381,0,41,my friends' reasoning is that it rains diamonds on jupiter and saturn,9973.0,3744.0,615.0,44.0,1.0,69,False,False,False
7547,1,52,a friend encountered a study claiming that cats can't taste sweet flavors,602335.0,246068.0,81243.0,2158.0,674.0,73,False,False,False
15739,0,60,"my family's hypothesis is that about once a year, an asteroid the size of a car enters earth’s atmosphere",5402.0,1324.0,400.0,24.0,7.0,105,False,False,False
6239,1,12,a colleague learned  on social media a claim that bathwater stays warmer for a longer duration with bubbles,27166.0,7974.0,997.0,169.0,49.0,107,False,False,False
2716,1,10,a friend read  in a discussion board that around 50% of the mined gold on earth comes from one source,747115.0,284915.0,96399.0,3584.0,443.0,101,False,False,False
1010,1,8,i claimed an expert discovered that no two teeth from different people will ever be alike,73510.0,38727.0,6678.0,906.0,224.0,89,False,False,True
13035,0,37,our sentiment is that jobs in the field of agriculture are the most prevalent types of jobs in the world,4593.0,328.0,29.0,7.0,3.0,104,False,False,False
10196,0,10,my family understands that the average car contains over 30000 unique parts,1863.0,738.0,223.0,2.0,0.0,75,False,False,False
13968,0,18,my friends' impression is that one-third of the world’s airports are located in the u.s.,3506.0,1055.0,299.0,4.0,0.0,88,False,False,False
11634,0,13,my understanding is that baby spiders are called spiderlings,4753.0,1035.0,179.0,25.0,2.0,60,False,False,False
11728,0,51,my impression is that humans are more likely to have a weird or scary dream when sleeping on their stomach,3329.0,1108.0,348.0,1.0,0.0,106,False,False,False
17529,0,47,i am willing to wager that australia has the most number of venomous snakes worldwide,1551.0,522.0,196.0,13.0,4.0,85,False,False,False
12005,0,51,my position is that the longest location name on the planet earth is 85 letters in english.,1863.0,402.0,50.0,5.0,1.0,91,False,False,False
16854,0,38,"my colleagues' belief is that your heart beats 100,000 times a day",7840.0,2531.0,175.0,23.0,3.0,66,False,False,False
13,1,20,"someone shared with me that 1920 was the last time the event ""tug-of-war"" was played in the summer olympics",929685.0,497236.0,154917.0,1225.0,805.0,107,False,False,True
13247,0,38,our reasoning is that strawberries are the only known fruit to grow their seeds externally,2780.0,994.0,78.0,15.0,5.0,90,False,False,False
17480,0,45,i am willing to wager that earth days are getting longer over time due to orbital expansion,4672.0,1625.0,34.0,12.0,2.0,91,True,True,False
10958,0,50,my colleagues believe that a man once set a record by putting on over 260 t-shirts,3068.0,21.0,2.0,0.0,0.0,82,False,False,False
12997,0,48,our sentiment is that the first cruise ship set sail in 1900,4746.0,634.0,44.0,7.0,2.0,60,False,False,False
10431,0,12,my friends think that the sun takes over one earth month to make a full rotation,4115.0,1808.0,520.0,20.0,1.0,80,False,False,False
18979,0,50,in my opinion around 50% of the mined gold on earth comes from one source,7839.0,1520.0,468.0,14.0,2.0,73,True,False,False
11403,0,37,my opinion is that chihuahuas have the largest brain among dogs,4878.0,2124.0,506.0,5.0,1.0,63,False,False,False
11906,0,18,my sentiment is that a blue whale's heartbeat can be heard from two miles away,1079.0,318.0,8.0,7.0,1.0,78,False,False,False
3503,1,56,someone learned  on a website a claim that the world generates 2.5 quintillion bytes of data every day,126550.0,68433.0,3077.0,416.0,146.0,102,False,True,False
15160,0,53,my family's impression is that 5 dwarf planets are recognized in the solar system,6577.0,58.0,13.0,1.0,0.0,81,False,True,False
14574,0,58,my friends' hypothesis is that antarctica is the only continent without any reptiles or snakes,1454.0,187.0,13.0,2.0,1.0,94,False,False,False
14796,0,24,my family's view is that the opposite sides of dice will always equal 7,3386.0,1445.0,434.0,26.0,4.0,71,False,False,False
12162,0,20,my belief is that reindeer grow new antlers every year,5812.0,971.0,352.0,3.0,1.0,54,False,False,False
7526,1,32,a friend encountered a study claiming that bathwater stays warmer for a longer duration with bubbles,388276.0,231068.0,63840.0,3070.0,1919.0,100,False,True,False
1822,1,14,a friend learned  in the media a claim that the dwarf planet pluto was named by an 11-year-old girl,493761.0,128240.0,46503.0,1576.0,343.0,99,False,False,False
4645,1,52,"i learned  from the media a claim that american industrialist andrew carnegie had a net worth of $475 million usd, worth over $300 billion usd today",757654.0,360004.0,110176.0,1134.0,250.0,148,False,False,False
12639,0,12,our thinking is that there are more than 24 time zones around the world,2796.0,113.0,16.0,0.0,0.0,71,False,False,False
4789,1,20,i learned  in a discussion board that canned pumpkins do not contain actual pumpkins,137534.0,3361.0,1172.0,20.0,12.0,84,False,False,False
18918,0,36,in my opinion the longest commercial flight in history took around 30 hours,8203.0,1008.0,84.0,25.0,7.0,75,False,False,False
3508,1,39,someone learned  on a website a claim that the longest possible train journey in the world is from portugal to singapore,9384.0,4269.0,277.0,50.0,15.0,120,False,False,False
13208,0,12,our reasoning is that a double rainbow is a mirror image of the first rainbow,8124.0,2797.0,377.0,14.0,1.0,77,False,False,False
4580,1,15,i learned  on an internet forum a claim that bees can fly higher than mount everest,456230.0,297647.0,78171.0,2985.0,1933.0,83,False,False,False
16582,0,30,"my colleagues' sentiment is that the canary islands are named after types of dogs, not birds",5850.0,1198.0,12.0,6.0,2.0,92,False,False,False
3088,1,18,someone learned  online a claim that our sense of smell and taste decreases by 20%-50% during airplane flights,174404.0,68870.0,2855.0,358.0,14.0,110,False,True,False
6553,1,17,a colleague learned  from the media that 20% of the world's oxygen is produced in the amazon jungles,67696.0,19271.0,1251.0,130.0,45.0,100,False,False,False
12526,0,44,our opinion is that an average user spends 40% of their day on the internet,1650.0,439.0,95.0,1.0,0.0,75,False,False,False
12125,0,20,my reasoning is that strawberries are the only known fruit to grow their seeds externally,2041.0,834.0,2.0,11.0,3.0,89,False,False,False
4480,1,44,i learned  online a claim that the bent joint in the legs of the flamingo is its ankles,457661.0,19941.0,2431.0,19.0,7.0,87,False,False,False
18669,0,57,my friends are convinced  that the red-billed quelea is the most common bird on earth,310.0,33.0,5.0,1.0,0.0,85,False,False,False
1155,1,17,i claimed an expert revealed that china owns all of the pandas in the world,912414.0,470459.0,42194.0,11688.0,1761.0,75,False,False,False
14943,0,31,my family's thinking is that the first cricket balls were made of tightly packed sheep wool.,5861.0,698.0,230.0,3.0,1.0,92,False,False,False
13962,0,50,my friends' impression is that about half of the world's population can access the web via a mobile device,2586.0,550.0,64.0,7.0,2.0,106,False,False,False
1089,1,44,i reported an expert revealed that losing weight alters brain activity,613997.0,121833.0,24182.0,1624.0,269.0,70,False,True,False
14426,0,43,"my friends' reasoning is that the largest prime number has 17,425,170 digits",5489.0,905.0,150.0,1.0,0.0,76,False,False,False
5529,1,54,i read  in a discussion board that the average car contains over 30000 unique parts,50430.0,17672.0,268.0,306.0,94.0,83,True,False,False
351,1,17,a friend reported someone revealed that pineapples are named after pinecones,613559.0,368043.0,113662.0,7130.0,4288.0,76,False,False,False
2704,1,8,a friend read  in a discussion board that the continental tectonic plates move at the same rate that fingernails grow,257592.0,163342.0,3081.0,3824.0,1775.0,117,False,False,False
17827,0,58,my friends are willing to wager that an espresso maker has been sent to space,1186.0,124.0,26.0,3.0,1.0,77,False,False,False
18461,0,15,my colleagues are willing to bet that it takes an average of 364 licks to get to the center of a lollipop,1722.0,391.0,41.0,7.0,1.0,105,False,False,False
3221,1,15,someone learned  from the media that a giant tortoise that was believed to be extinct was found in the galapagos islands,952303.0,177966.0,44274.0,602.0,80.0,120,False,False,True
8525,1,44,a friend discovered on the news that austrian physicist erwin schrödinger was allergic to cats,963777.0,314669.0,21307.0,3531.0,2246.0,94,False,False,False
9332,1,5,a colleague discovered on the news that baked beans are not actually baked,620166.0,232204.0,11486.0,133.0,78.0,74,False,False,False
12746,0,28,our understanding is that human eyeballs do not grow or change their size as they age,2942.0,1147.0,164.0,6.0,1.0,85,False,False,False
6124,1,9,a colleague learned  from the media that you can fit about 400 grapevines in one acre of land,997703.0,336975.0,21495.0,1699.0,251.0,93,True,True,False
8636,1,42,"a friend discovered on tv that the voyager spacecrafts have carried a recording of chuck berry's ""johnny b. goode"" out of our solar system",306622.0,95931.0,36178.0,146.0,62.0,138,False,False,False
10140,0,47,my family believes that a double rainbow is a mirror image of the first rainbow,6318.0,231.0,44.0,4.0,1.0,79,False,False,False
10191,0,53,my family understands that the rubik's cube is the best-selling product of all time,4515.0,1566.0,484.0,32.0,8.0,83,False,False,False
15969,0,26,my colleagues' view is that losing weight alters brain activity,879.0,295.0,28.0,1.0,0.0,63,False,False,False
11253,0,54,my point of view is that the human brain uses 20% of the body's oxygen,3686.0,1535.0,277.0,3.0,0.0,70,True,False,False
12314,0,39,my hypothesis is that ketchup leaves the bottle at a measured speed of 25 miles per year,5944.0,2533.0,424.0,20.0,4.0,88,False,False,False
9665,0,26,i think that the brain is the fattiest organ in the body,6507.0,1909.0,736.0,37.0,8.0,56,False,False,False
9816,0,34,i understand that american basketball legend wilt chamberlain never fouled out of a game,2687.0,502.0,8.0,10.0,4.0,88,False,False,False
6154,1,9,a colleague learned  from the media a claim that the microwave oven was an accidental invention,242991.0,90687.0,9968.0,2251.0,370.0,95,False,False,False
3643,1,34,someone learned  from the media that dragonflies can see in all directions at the same time,43713.0,26480.0,3138.0,433.0,178.0,91,False,False,True
12702,0,24,"our understanding is that starting in 1990, american basketball player michael jordan and the chicago bulls never had a three-game losing streak for eight years",418.0,5.0,2.0,0.0,0.0,160,False,False,False
11187,0,27,my point of view is that the average user checks their mobile phone around 150 times each day,3182.0,693.0,31.0,1.0,0.0,93,False,False,False
17762,0,55,my friends are willing to wager that austrian physicist erwin schrödinger was allergic to cats,6533.0,1757.0,53.0,39.0,9.0,94,False,False,False
8093,1,22,i encountered a story mentioning that snakes can predict earthquakes,774875.0,101291.0,10984.0,239.0,150.0,68,False,False,False
13155,0,32,our position is that the human brain uses 20% of the body's oxygen,8871.0,536.0,192.0,3.0,1.0,66,False,False,False
4754,1,32,i learned  on social media a claim that jobs in the field of agriculture are the most prevalent types of jobs in the world,662214.0,352181.0,31967.0,3636.0,99.0,122,False,False,True
16005,0,45,my colleagues' opinion is that more businesses will be owned by women than men by 2045,710.0,152.0,56.0,2.0,0.0,86,False,False,False
2142,1,52,a friend learned  from the news a claim that the largest rock on earth is in australia,788592.0,233644.0,92270.0,551.0,38.0,86,False,False,False
666,1,44,the news mentioned someone revealed that sputnik was the first artificial satellite in space,99658.0,24185.0,5670.0,237.0,106.0,92,False,False,False
5445,1,41,i read  on social media that dragonflies can see in all directions at the same time,832037.0,167792.0,29170.0,3610.0,709.0,83,False,False,True
7816,1,44,someone located a report claiming that canada has the most lakes in the world,245853.0,135153.0,23660.0,1772.0,234.0,77,False,False,False
6888,1,39,a colleague read  in the media a claim that australia has the most number of venomous snakes worldwide,682872.0,195277.0,36282.0,3681.0,494.0,102,False,False,False
17873,0,53,"my friends are willing to bet that the best selling single of all time is ""white christmas"" by bing crosby",722.0,229.0,44.0,5.0,1.0,106,False,False,False
1331,1,21,a colleague claimed the media discovered bananas get their curved shape by growing towards the sun,652056.0,386379.0,86305.0,3246.0,1554.0,98,False,False,True
9265,1,32,i discovered on the radio a claim that more businesses will be owned by women than men by 2045,978247.0,336381.0,23838.0,3893.0,251.0,94,False,False,False
7439,1,13,a friend read a study claim that a snail can sleep for three years,502023.0,248577.0,39860.0,1603.0,27.0,66,False,False,False
2581,1,29,a friend read  on social media that there are about 582 million entrepreneurs in the world,727557.0,312165.0,123712.0,3280.0,826.0,90,False,False,False
14137,0,18,my friends' feeling is that strawberries are the only known fruit to grow their seeds externally,613.0,185.0,9.0,1.0,0.0,96,False,False,False
4711,1,23,i learned  on social media that no two tongue prints are alike,90819.0,14406.0,9.0,162.0,67.0,62,False,False,False
11762,0,16,my feeling is that mobile phone use in india is nearly 100%,9875.0,3036.0,609.0,66.0,20.0,59,True,False,False
15648,0,9,my family's belief is that the moon’s craters might be the coldest places in the solar system,1629.0,696.0,91.0,10.0,3.0,93,False,False,False
16894,0,43,my colleagues' hypothesis is that iceland is growing 5 centimeters per year,3148.0,1287.0,82.0,8.0,2.0,75,False,False,False
15338,0,59,my family's sentiment is that the biggest passenger bus in the world operates in brazil,8715.0,3453.0,153.0,56.0,10.0,87,False,False,False
3478,1,9,"someone learned  on a website that a single lightning bolt has enough energy to toast 100,000 slices of bread",58039.0,24684.0,5363.0,283.0,26.0,109,False,False,True
10793,0,15,my colleagues think that more businesses will be owned by women than men by 2045,553.0,21.0,1.0,0.0,0.0,80,False,False,False
10579,0,58,"my friends understand that an average human child's developing body has over 300 bones, but by adulthood they'll have 206",959.0,16.0,6.0,0.0,0.0,121,False,False,False
7230,1,34,a colleague read  in the news that the sound of knuckles cracking is actually gasses that are released when pressure is put on them,61259.0,2136.0,115.0,12.0,3.0,131,False,False,False
10559,0,18,my friends believe that cold water is just as cleansing as hot water,6789.0,2046.0,612.0,10.0,2.0,68,False,False,False
6156,1,17,"a colleague learned  from the media a claim that one type of parrot, kea parrots, laugh together when they're in a good mood",463790.0,11694.0,2821.0,87.0,25.0,124,False,True,False
11793,0,52,my feeling is that some sharks can glow in the dark,1683.0,11.0,0.0,0.0,0.0,51,False,False,False
10855,0,17,my colleagues think that may 22nd is the least common birth date,2062.0,894.0,36.0,14.0,4.0,64,False,False,False
3615,1,55,"someone learned  from the news a claim that one type of parrot, kea parrots, laugh together when they're in a good mood",251387.0,110441.0,58.0,2.0,0.0,119,False,False,False
11812,0,7,"my feeling is that at birth, baby pandas are smaller than mice",4890.0,2145.0,310.0,46.0,17.0,62,False,False,False
7882,1,10,someone discovered a report mentioning that the most watched summer olympics event for the past 20 years has been gymnastics,253074.0,112378.0,44008.0,1855.0,127.0,124,False,False,False
7836,1,44,someone located a report claiming that mars has running water,636786.0,376453.0,87973.0,746.0,487.0,61,False,False,False
7250,1,16,a colleague read  in the news a claim that badminton is the fastest ball and net sport in the world,241948.0,23465.0,7728.0,330.0,32.0,99,False,False,False
3090,1,52,someone learned  online a claim that the eiffel tower gets taller during the summer,214656.0,116514.0,23350.0,1502.0,232.0,83,False,False,True
1589,1,24,a friend learned  online a claim that it is illegal to waste food in french supermarkets,405773.0,75938.0,18094.0,905.0,400.0,88,False,False,False
8067,1,55,i encountered a story mentioning that half of retail purchases are now made through a mobile device,670887.0,272977.0,72940.0,4127.0,511.0,99,False,False,False
15630,0,7,my family's belief is that the longest recorded cricket match lasted 14 days,5426.0,2220.0,232.0,33.0,1.0,76,False,False,False
309,1,57,a friend mentioned someone revealed that there are 366 dimples on a regulation golf ball,886391.0,170911.0,1276.0,2325.0,1327.0,88,False,True,False
2262,1,49,a friend learned  from the media a claim that x-rays can’t distinguish real diamonds from fake ones,751785.0,239605.0,62436.0,4286.0,798.0,99,False,False,False
5095,1,31,i learned  from the media that a double rainbow is a mirror image of the first rainbow,676722.0,37639.0,12153.0,800.0,201.0,86,False,False,True
2627,1,58,a friend read  on social media that the average american spends time totalling 2.5 days annually looking for lost items,625314.0,377587.0,55375.0,2127.0,1235.0,119,False,False,False
839,1,32,the news claimed someone revealed that sea otters are born unable to swim,660713.0,99583.0,21927.0,1571.0,249.0,73,False,False,False
16692,0,9,my colleagues' position is that outerspace partly smells like diesel fuel and barbeque,3392.0,253.0,95.0,4.0,1.0,86,False,False,False
18790,0,37,my family is convinced  that your fingernails on your dominant hand grow faster,7162.0,2007.0,382.0,4.0,1.0,79,False,False,False
1802,1,29,a friend learned  in the media a claim that millions of trees are estimated to be planted by squirrels that forgot their buried nuts,89002.0,42223.0,3663.0,15.0,3.0,132,False,False,False
14341,0,42,my friends' reasoning is that yellowstone national park is home to a supervolcano,9820.0,2054.0,226.0,8.0,2.0,81,False,False,False
15144,0,46,my family's impression is that dragonflies can see in all directions at the same time,5029.0,932.0,68.0,13.0,1.0,85,False,False,False
90,1,55,a friend shared with a friend that strawberries are the only known fruit to grow their seeds externally,309589.0,170284.0,54865.0,2735.0,754.0,103,False,False,False
82,1,56,a friend shared with a friend that your fingernails on your dominant hand grow faster,680252.0,177711.0,1946.0,3223.0,9.0,85,False,False,True
46,1,17,someone shared with me that apple seeds contain cyanide,630556.0,67394.0,16130.0,1197.0,720.0,55,False,False,True
19028,0,31,in our opinion neptune radiates more heat than it gets from the sun,2067.0,405.0,15.0,0.0,0.0,67,False,False,False
9768,0,26,i believe that the eye of an ostrich is bigger than its brain,9807.0,2584.0,202.0,29.0,1.0,61,False,False,False
18478,0,17,my colleagues are willing to bet that new zealanders have more pets per household than any other country,5560.0,2292.0,824.0,7.0,3.0,104,True,False,False
8539,1,49,a friend discovered on the news that the japanese word ‘karaoke’ comes from a phrase meaning ’empty orchestra’,413562.0,217249.0,20876.0,3553.0,833.0,110,False,False,True
4590,1,12,i learned  on an internet forum a claim that the roar of a lion can be heard up to 5 miles away,134158.0,60302.0,499.0,1326.0,721.0,95,False,False,False
16929,0,13,my colleagues' hypothesis is that koalas sleep up to 22 hours per day,4806.0,377.0,135.0,4.0,1.0,69,False,False,False
6923,1,52,a colleague read  on social media that the cheetah is the fastest land animal on earth,559604.0,274518.0,5688.0,558.0,63.0,86,False,False,False
10625,0,58,my friends understand that people are born with only 2 natural fears: the fear of falling and the fear of loud sounds,9186.0,1084.0,10.0,9.0,2.0,117,False,False,False
16512,0,15,my colleagues' feeling is that a giant tortoise that was believed to be extinct was found in the galapagos islands,1482.0,383.0,58.0,6.0,1.0,114,False,False,False
10999,0,56,my colleagues understand that there are currently over 300 cruise ships operating around the world,7351.0,2127.0,517.0,24.0,6.0,98,False,False,False
15221,0,6,my family's impression is that china is the world’s largest silk producer,4349.0,1345.0,526.0,11.0,2.0,73,False,False,False
9067,1,19,"i discovered on the news that starting in 1990, american basketball player michael jordan and the chicago bulls never had a three-game losing streak for eight years",876150.0,560048.0,95340.0,7042.0,641.0,164,False,False,False
12008,0,32,my position is that black cats are good luck in britain and japan,739.0,146.0,22.0,3.0,0.0,65,True,True,False
12797,0,58,our impression is that the biggest passenger bus in the world operates in brazil,2241.0,761.0,302.0,0.0,0.0,80,False,False,False
1879,1,12,a friend learned  on social media a claim that the first gloves used in american sport baseball were fingerless,884085.0,563945.0,2588.0,7784.0,1677.0,111,False,False,False
3806,1,50,someone read  on an internet forum that the brain is the fattiest organ in the body,693859.0,73249.0,19732.0,1592.0,377.0,83,False,False,False
18725,0,7,my family is convinced  that half of retail purchases are now made through a mobile device,6673.0,1250.0,125.0,11.0,3.0,90,False,False,False
5592,1,44,i read  in a discussion board a claim that a full jumbo jet tank has enough fuel to drive a car around the world four times,963759.0,477837.0,4545.0,2753.0,1671.0,123,False,False,False
12303,0,53,my hypothesis is that baby octopuses are the size of a flea,1130.0,389.0,145.0,5.0,2.0,59,False,False,False
5925,1,41,"a colleague learned  online that at birth, baby pandas are smaller than mice",136605.0,89258.0,3738.0,1539.0,242.0,76,False,False,False
18685,0,50,my friends are convinced  that the folds in a chef’s hat represents the number of ways that someone can cook an egg,3982.0,511.0,101.0,9.0,1.0,115,False,False,False
5780,1,20,i read  in the news a claim that the hummingbird is the only bird that can fly backwards,530958.0,151675.0,20637.0,832.0,464.0,88,False,False,True
13702,0,10,my friends' opinion is that the eiffel tower leans away from the sun,6796.0,1150.0,238.0,11.0,0.0,68,False,False,False
15914,0,53,"my colleagues' view is that shanghai, china has the world's longest subway system",3249.0,376.0,83.0,6.0,0.0,81,False,False,False
6142,1,5,a colleague learned  from the media a claim that neptune radiates more heat than it gets from the sun,998254.0,86195.0,22611.0,416.0,41.0,101,False,False,False
15649,0,40,my family's belief is that mars has running water,6708.0,810.0,219.0,6.0,1.0,49,False,False,False
18597,0,50,i am convinced  that the queens in ant colonies live for around 30 years,5387.0,1690.0,471.0,26.0,7.0,72,False,False,False
16561,0,10,my colleagues' sentiment is that neptune’s winds are the fastest in the solar system,7546.0,699.0,117.0,17.0,5.0,84,False,False,False
3548,1,39,someone learned  from the news that dolphins are mammals,465320.0,229771.0,40386.0,4763.0,176.0,56,False,False,False
2584,1,54,a friend read  on social media that it would take less than a month to get to the moon by car at 60mph,963811.0,566598.0,128389.0,1625.0,998.0,102,False,False,True
2622,1,39,a friend read  on social media that the largest recorded snowflake was 15 inches wide,308604.0,177177.0,63258.0,3480.0,1457.0,85,False,False,False
7021,1,44,a colleague read  in a discussion board that cats sleep for two-thirds of their lives,787596.0,365756.0,1545.0,3239.0,326.0,85,False,False,False
5918,1,33,a colleague learned  online that pluto could theoretically sustain life,520773.0,105091.0,23084.0,2414.0,549.0,71,False,True,False
14556,0,10,my friends' hypothesis is that the cheetah is the fastest land animal on earth,1722.0,584.0,170.0,12.0,2.0,78,False,False,False
2733,1,21,a friend read  in a discussion board a claim that cannonballs were the first objects thrown in international shot put events in the early 1900s,63633.0,37404.0,11517.0,330.0,111.0,143,False,False,True
15047,0,16,"my family's understanding is that starting in 1990, american basketball player michael jordan and the chicago bulls never had a three-game losing streak for eight years",6469.0,2419.0,210.0,56.0,13.0,168,False,True,False
17567,0,28,i am willing to wager that apple seeds contain cyanide,4594.0,241.0,29.0,1.0,0.0,54,False,False,False
1592,1,28,a friend learned  online a claim that avocados never ripen while they are still attached to the tree,556292.0,280502.0,42671.0,6893.0,285.0,100,False,False,False
18527,0,19,i am convinced  that the average user checks their mobile phone around 150 times each day,1193.0,263.0,6.0,4.0,1.0,89,False,False,False
10886,0,10,my colleagues think that a shape with 26 sides is known as a rhombicuboctahedron,1696.0,142.0,44.0,2.0,1.0,80,False,False,False
18216,0,5,my family is willing to bet that the largest recorded snowflake was 15 inches wide,9705.0,294.0,86.0,0.0,0.0,82,False,False,False
241,1,14,a friend claimed someone discovered that mars has running water,474105.0,312860.0,104143.0,5030.0,553.0,63,True,False,False
6728,1,42,"a colleague read  online a claim that there are over 6,000 species of grass",93129.0,24566.0,7614.0,116.0,43.0,75,False,False,False
4844,1,28,i learned  in a discussion board a claim that antarctica is the only continent without any reptiles or snakes,632807.0,385972.0,113662.0,1044.0,549.0,109,False,True,False
14345,0,55,my friends' reasoning is that 20% of the world's oxygen is produced in the amazon jungles,2467.0,1024.0,188.0,11.0,0.0,89,False,False,False
4337,1,56,someone read  in the media that saturn is less dense than water,957043.0,553223.0,207490.0,5737.0,3772.0,63,False,False,False
12123,0,36,my reasoning is that a giant tortoise that was believed to be extinct was found in the galapagos islands,6635.0,2343.0,891.0,38.0,13.0,104,False,False,False
10286,0,21,my family feels that austrian physicist erwin schrödinger was allergic to cats,4837.0,1054.0,104.0,5.0,0.0,78,True,False,False
12399,0,26,our point of view is that lemurs were previously the size of gorillas,2873.0,448.0,10.0,4.0,1.0,69,False,False,False
14093,0,28,my friends' feeling is that chihuahuas have the largest brain among dogs,4883.0,875.0,177.0,22.0,3.0,72,False,False,False
13306,0,43,our belief is that the continental tectonic plates move at the same rate that fingernails grow,8725.0,1225.0,264.0,19.0,3.0,94,False,False,False
6111,1,42,"a colleague learned  from the media that through the seasons, a reindeer’s eyes will change color",573640.0,367580.0,55680.0,8498.0,1643.0,97,False,False,False
